word_in_text	frame	cn	frame0	frame1	frame2
drying	Cause_to_be_dry	4	Event	Objective_influence	Transitive_action
cooled	Cause_temperature_change	19	Event	Objective_influence	Transitive_action
oughta	Required_event	4	Being_necessary	Required_event	
acting	Performers_and_roles	4	Performing_arts	Performers_and_roles	
undercutting	Subversion	1	Preventing_or_letting	Thwarting	Subversion
whistle	Make_noise	2	Perception	Make_noise	
eavesdropped	Perception_active	7	Perception	Perception_active	
pasting	Attaching	2	Event	Objective_influence	Transitive_action
arising	Coming_to_be	2	Event	Coming_to_be	
originated	Origin	16	Origin		
indicate	Communication	8	Event	Objective_influence	Transitive_action
threw	Body_movement	19	Being_included	Part_piece	Part_whole
disprove	Reasoning	4	Event	Objective_influence	Transitive_action
proposing	Statement	3	Event	Objective_influence	Transitive_action
forecasting	Predicting	4	Statement	Predicting	
bear	Change_direction	8	Event	Motion	Change_direction
signal	Gesture	4	Event	Objective_influence	Transitive_action
rescue	Rescuing	19	Event	Objective_influence	Transitive_action
cheeped	Make_noise	3	Perception	Make_noise	
coursed	Fluidic_motion	8	Event	Motion	Fluidic_motion
summonsed	Arrest	4	Event	Objective_influence	Transitive_action
conjecture	Statement	9	Event	Objective_influence	Transitive_action
trails	Cotheme	1	Event	Motion	Self_motion
thickens	Change_of_consistency	10	Event	Change_of_consistency	
segregate	Separating	5	Event	Objective_influence	Transitive_action
ruins	Bungling	1	Event	Intentionally_act	Bungling
accepted	Receiving	8	Event	Getting	Receiving
swept	Scouring	1	Scrutiny	Scrutinizing_for	Scouring
used	Using	213	Event	Objective_influence	Transitive_action
guzzled	Ingestion	2	Event	Intentionally_act	Ingest_substance
pays	Fining	1	Event	Eventive_affecting	Response
summarises	Summarizing	1	Event	Objective_influence	Transitive_action
continue	Activity_ongoing	35	Process_continue	Activity_ongoing	
whimpered	Make_noise	10	Perception	Make_noise	
burnt	Experience_bodily_harm	5	Event	Experience_bodily_harm	
maintaining	Activity_ongoing	3	Process_continue	Activity_ongoing	
detonate	Detonate_explosive	8	Event	Objective_influence	Transitive_action
show	Evidence	15	Evidence		
shunned	Avoiding	9	Event	Intentionally_act	Avoiding
terrified	Experiencer_obj	18	State	Emotions	Experiencer_obj
burning	Perception_body	1	Perception	Perception_experience	Perception_body
pelt	Cause_harm	2	Event	Objective_influence	Transitive_action
surveying	Scrutiny	2	Perception	Perception_active	Scrutiny
star	Performers_and_roles	3	Performing_arts	Performers_and_roles	
irritate	Experiencer_obj	3	State	Emotions	Experiencer_obj
forest	Biological_area	1	Locale	Biological_area	
compare	Evaluative_comparison	10	Attributes	Gradable_attributes	Position_on_a_scale
guard	Be_on_alert	2	State	Process_initial_state	Activity_ready_state
refers	Topic	5	Entity	Artifact	Text
depending	Contingency	10	Contingency		
inspire	Subjective_influence	3	Event	Intentionally_act	Subjective_influence
grunts	Communication_noise	2	Event	Objective_influence	Transitive_action
hid	Eclipse	8	Perception	Perception_experience	Eclipse
elbowed	Cause_harm	12	Event	Objective_influence	Transitive_action
agglutinate	Becoming_attached	1	Event	Transition_to_state	Becoming
showered	Filling	4	Event	Objective_influence	Transitive_action
taking	Taking_time	4	Attributes	Gradable_attributes	Taking_time
refuses	Agree_or_refuse_to_act	5	Respond_to_proposal	Agree_or_refuse_to_act	
leap	Traversing	3	Event	Traversing	
play	Performers_and_roles	7	Performing_arts	Performers_and_roles	
participating	Participation	8	Event	Participation	
squash	Cause_harm	8	Event	Objective_influence	Transitive_action
vending	Commerce_sell	4	Event	Eventive_affecting	Lose_possession
fall	Motion_directional	6	Event	Motion	Motion_directional
persuaded	Suasion	21	Statement	Telling	Suasion
convalescing	Recovery	4	Attributes	Gradable_attributes	Medical_conditions
cajoled	Manipulate_into_doing	9	Event	Objective_influence	Transitive_action
outdoes	Surpassing	2	Attributes	Gradable_attributes	Position_on_a_scale
turning	Contingency	2	Contingency		
shorten	Change_event_duration	2	Event	Objective_influence	Transitive_action
cross-examine	Court_examination	8	Questioning	Court_examination	
separate	Forming_relationships	1	Event	Intentionally_act	Forming_relationships
living	Residence	32	Residence		
revealed	Evidence	36	Evidence		
hitchhike	Ride_vehicle	2	Ride_vehicle		
cook	Cooking_creation	9	Event	Objective_influence	Transitive_action
did	Intentionally_act	11	Event	Intentionally_act	
transforms	Cause_change	1	Event	Objective_influence	Transitive_action
peril	Run_risk	1	Attributes	Gradable_attributes	Likelihood
kindle	Setting_fire	1	Event	Objective_influence	Transitive_action
flapped	Body_movement	18	Being_included	Part_piece	Part_whole
chattered	Communication_manner	22	Event	Objective_influence	Transitive_action
insulated	Protecting	1	Attributes	Gradable_attributes	Likelihood
lauds	Judgment_communication	5	Statement	Judgment_communication	
dip	Motion_directional	4	Event	Motion	Motion_directional
rise	Rising_to_a_challenge	3	Satisfying	Meet_specifications	Rising_to_a_challenge
paving	Distributed_position	1	Relation	Basis_for_attribute	Locative_relation
rising	Dough_rising	1	Expansion	Dough_rising	
signal	Communication	2	Event	Objective_influence	Transitive_action
raise	Cause_change_of_position_on_a_scale	10	Event	Objective_influence	Transitive_action
killed	Killing	109	Event	Objective_influence	Transitive_action
sloshing	Self_motion	2	Event	Motion	Self_motion
grinding	Body_movement	2	Being_included	Part_piece	Part_whole
kneeling	Posture	9	State	Posture	
stood	Change_posture	2	Event	Intentionally_act	Change_posture
chattering	Make_noise	4	Perception	Make_noise	
drains	Removing	1	Event	Objective_influence	Transitive_action
stole	Self_motion	32	Event	Motion	Self_motion
mentions	Statement	2	Event	Objective_influence	Transitive_action
seize	Taking	6	Event	Getting	Taking
made	Cause_change	12	Event	Objective_influence	Transitive_action
denotes	Linguistic_meaning	4	Simple_name	Linguistic_meaning	
wake	Waking_up	10	Event	Waking_up	
chronicled	Recording	2	Statement	Recording	
wriggling	Body_movement	5	Being_included	Part_piece	Part_whole
examining	Court_examination	1	Questioning	Court_examination	
stain	Processing_materials	1	Event	Objective_influence	Transitive_action
appoint	Appointing	9	Event	Objective_influence	Transitive_action
learn	Coming_to_believe	52	Event	Coming_to_believe	
painted	Communicate_categorization	5	Categorization	Communicate_categorization	
cohabit	Personal_relationship	6	Relation	Relation_between_individuals	Personal_relationship
simmer	Apply_heat	11	Process	Activity	Apply_heat
phones	Contacting	4	Event	Intentionally_act	Contacting
crowding	Mass_motion	3	Event	Motion	Mass_motion
panelled	Filling	3	Event	Objective_influence	Transitive_action
ascertain	Coming_to_believe	42	Event	Coming_to_believe	
sailed	Self_motion	8	Event	Motion	Self_motion
out	Becoming_aware	1	Perception	Becoming_aware	
slam	Judgment_communication	4	Statement	Judgment_communication	
ca	Capability	6	Possibility	Capability	
surmise	Coming_to_believe	9	Event	Coming_to_believe	
exports	Exporting	5	Event	Eventive_affecting	Lose_possession
begged	Request	31	Event	Objective_influence	Transitive_action
delay	Change_event_time	22	Event	Objective_influence	Transitive_action
bury	Burying	4	Event	Objective_influence	Transitive_action
quit	Quitting_a_place	13	Event	Eventive_affecting	Departing
clanging	Make_noise	3	Perception	Make_noise	
shouldered	Placing	6	Event	Objective_influence	Transitive_action
lit	Setting_fire	17	Event	Objective_influence	Transitive_action
deny	Prevent_or_allow_possession	2	Preventing_or_letting	Prevent_or_allow_possession	
outshining	Surpassing	1	Attributes	Gradable_attributes	Position_on_a_scale
portended	Omen	2	Sign	Omen	
visited	Visiting	14	State	Being_located	Visiting
stoops	Posture	1	State	Posture	
elicits	Cause_to_start	3	Event	Eventive_affecting	Causation
exercised	Using	8	Event	Objective_influence	Transitive_action
overnights	Temporary_stay	1	State	Being_located	Visiting
testifying	Evidence	3	Evidence		
row	Operate_vehicle	9	Event	Objective_influence	Transitive_action
changing	Exchange	2	Reciprocality	Exchange	
maltreat	Abusing	1	Event	Misdeed	Committing_crime
promenading	Self_motion	5	Event	Motion	Self_motion
understanding	Grasp	6	Mental_activity	Awareness	Grasp
moisturizing	Grooming	1	Event	Objective_influence	Transitive_action
attend	Attention	3	State	Attention	
festering	Rotting	3	Event	Rotting	
snakes	Path_shape	4	Relation	Basis_for_attribute	Locative_relation
wandered	Self_motion	50	Event	Motion	Self_motion
barred	Prohibiting_or_licensing	5	Entity	Artifact	Law
perused	Scrutiny	14	Perception	Perception_active	Scrutiny
stomps	Self_motion	4	Event	Motion	Self_motion
total	Amounting_to	6	Amounting_to		
swung	Undergo_change	8	Event	Transition_to_state	Undergo_change
reeks	Give_impression	2	Perception	Give_impression	
lug	Bringing	2	Event	Objective_influence	Transitive_action
pursed	Body_movement	21	Being_included	Part_piece	Part_whole
striking	Be_in_agreement_on_action	1	Make_agreement_on_action	Be_in_agreement_on_action	
showered	Placing	7	Event	Objective_influence	Transitive_action
debugged	Emptying	2	Event	Objective_influence	Transitive_action
chirps	Communication_noise	3	Event	Objective_influence	Transitive_action
fly	Bringing	16	Event	Objective_influence	Transitive_action
estimating	Estimating	1	Mental_activity	Estimating	
screeching	Communication_noise	4	Event	Objective_influence	Transitive_action
loan	Lending	5	Event	Eventive_affecting	Lose_possession
moving	Motion	19	Event	Motion	
lisping	Communication_manner	1	Event	Objective_influence	Transitive_action
totalled	Adding_up	7	Amounting_to	Adding_up	
ending	Process_end	2	Event	Process_end	
growing	Growing_food	2	Growing_food		
showed	Cotheme	2	Event	Motion	Self_motion
trip	Self_motion	2	Event	Motion	Self_motion
analysed	Scrutiny	3	Perception	Perception_active	Scrutiny
descend	Path_shape	4	Relation	Basis_for_attribute	Locative_relation
twirls	Moving_in_place	1	Moving_in_place		
dodging	Avoiding	2	Event	Intentionally_act	Avoiding
evading	Evading	3	Event	Intentionally_act	Avoiding
snarling	Make_noise	5	Perception	Make_noise	
segmented	Separating	9	Event	Objective_influence	Transitive_action
telex	Sending	2	Bringing	Sending	
horsewhipping	Cause_harm	1	Event	Objective_influence	Transitive_action
withdrawn	Removing	12	Event	Objective_influence	Transitive_action
lay	Being_located	16	State	Being_located	
punishing	Rewards_and_punishments	6	Event	Eventive_affecting	Response
occludes	Eclipse	3	Perception	Perception_experience	Eclipse
influence	Objective_influence	6	Event	Objective_influence	
intermix	Amalgamation	1	Reciprocality	Amalgamation	
stretches	Body_movement	1	Being_included	Part_piece	Part_whole
staggering	Self_motion	22	Event	Motion	Self_motion
carrying	Intentionally_act	3	Event	Intentionally_act	
besiege	Besieging	4	Event	Objective_influence	Transitive_action
set	Departing	1	Event	Eventive_affecting	Departing
dominate	Dominate_situation	8	First_rank	Dominate_situation	
purchased	Commerce_buy	86	Event	Getting	Commerce_buy
stinging	Perception_body	4	Perception	Perception_experience	Perception_body
galvanised	Processing_materials	4	Event	Objective_influence	Transitive_action
jibed	Judgment_communication	1	Statement	Judgment_communication	
meets	Make_acquaintance	2	Reciprocality	Make_acquaintance	
camouflaged	Hiding_objects	10	Event	Objective_influence	Transitive_action
gibbers	Communication_manner	1	Event	Objective_influence	Transitive_action
hissing	Make_noise	7	Perception	Make_noise	
unnerved	Experiencer_obj	18	State	Emotions	Experiencer_obj
described	Communicate_categorization	32	Categorization	Communicate_categorization	
detected	Becoming_aware	19	Perception	Becoming_aware	
chill	Change_of_temperature	1	Event	Change_position_on_a_scale	Change_of_temperature
agree	Be_in_agreement_on_assessment	14	Attributes	Gradable_attributes	Similarity
squandered	Frugality	12	Attributes	Gradable_attributes	Social_behavior_evaluation
perceiving	Becoming_aware	1	Perception	Becoming_aware	
talking	Talking_into	2	Event	Objective_influence	Transitive_action
proliferate	Proliferating_in_number	8	Event	Change_position_on_a_scale	Proliferating_in_number
way	Cotheme	1	Event	Motion	Self_motion
justifying	Justifying	6	Event	Objective_influence	Transitive_action
characterise	Communicate_categorization	2	Categorization	Communicate_categorization	
jerk	Body_movement	1	Being_included	Part_piece	Part_whole
operating	Using	7	Event	Objective_influence	Transitive_action
confiding	Telling	6	Statement	Telling	
venture	Daring	6	Event	Intentionally_act	Daring
plodded	Self_motion	38	Event	Motion	Self_motion
inflates	Cause_expansion	2	Event	Objective_influence	Transitive_action
pursuing	Seeking_to_achieve	2	Event	Intentionally_act	Attempt
fighting	Firefighting	12	Event	Intentionally_act	Hostile_encounter
conciliated	Experiencer_obj	4	State	Emotions	Experiencer_obj
back	Self_motion	1	Event	Motion	Self_motion
embarked	Board_vehicle	1	Ride_vehicle	Board_vehicle	
leasing	Renting	1	Event	Getting	Commerce_buy
misplaced	Losing	1	Losing_track_of_theme	Losing	
sidestepped	Avoiding	8	Event	Intentionally_act	Avoiding
behaves	Conduct	4	Event	Intentionally_act	Conduct
trudging	Self_motion	9	Event	Motion	Self_motion
exported	Sending	17	Bringing	Sending	
burns	Fire_burning	2	Fire_burning		
censures	Judgment_communication	1	Statement	Judgment_communication	
proclaimed	Statement	24	Event	Objective_influence	Transitive_action
thrilling	Experiencer_obj	1	State	Emotions	Experiencer_obj
dot	Distributed_position	1	Relation	Basis_for_attribute	Locative_relation
belch	Excreting	1	Event	Objective_influence	Transitive_action
aggravates	Experiencer_obj	1	State	Emotions	Experiencer_obj
perceive	Categorization	11	Instance	Categorization	
bubbling	Fluidic_motion	6	Event	Motion	Fluidic_motion
shooting	Ingest_substance	1	Event	Intentionally_act	Ingest_substance
received	Receiving	82	Event	Getting	Receiving
plod	Self_motion	17	Event	Motion	Self_motion
sat	Change_posture	17	Event	Intentionally_act	Change_posture
charm	Experiencer_obj	11	State	Emotions	Experiencer_obj
invigorate	Rejuvenation	6	Event	Objective_influence	Transitive_action
fixed	Attaching	16	Event	Objective_influence	Transitive_action
shame	Experiencer_obj	6	State	Emotions	Experiencer_obj
misrepresented	Prevarication	5	Event	Objective_influence	Transitive_action
placated	Experiencer_obj	7	State	Emotions	Experiencer_obj
tear	Damaging	2	Event	Objective_influence	Transitive_action
shoots	Shoot_projectiles	1	Event	Objective_influence	Transitive_action
brings	Bringing	3	Event	Objective_influence	Transitive_action
imitated	Imitating	2	Attributes	Gradable_attributes	Similarity
wow	Experiencer_obj	1	State	Emotions	Experiencer_obj
tested	Examination	1	Event	Intentionally_act	Examination
shoot	Chatting	1	Reciprocality	Chatting	
referred	Topic	12	Entity	Artifact	Text
engaged	Participation	2	Event	Participation	
partitions	Separating	1	Event	Objective_influence	Transitive_action
berates	Judgment_direct_address	3	Judgment_communication	Judgment_direct_address	
undermined	Subversion	16	Preventing_or_letting	Thwarting	Subversion
fuse	Cause_to_amalgamate	3	Event	Objective_influence	Transitive_action
opted	Deciding	1	Event	Intentionally_act	Deciding
forbore	Forgoing	5	Forgoing		
puts	Encoding	1	Event	Objective_influence	Transitive_action
